work_id,filename,original_split,suggested_split,work_cluster_id,cluster_size,cluster_basis,orientation_proxy,quality_band_proxy,dominant_hue_bin_12_proxy,seed,stratification_limitation
zhx_f3b536e2b9d2e616,IMG20260430145020.png,train,train,precautionary_cluster_0411,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f681b5fc863a6337,IMG20260430145554.png,train,train,precautionary_cluster_0418,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3210dd1141a973b2,IMG20260430145848.png,train,train,precautionary_cluster_0094,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_bacc5bb19dcb09cf,IMG20260430145855.png,train,test,precautionary_cluster_0315,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_e33e4efb7917fe86,IMG20260430145901.png,train,test,precautionary_cluster_0383,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1550bfacd68cc083,IMG20260430145939.png,train,train,precautionary_cluster_0050,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_4be31f86d55e6578,IMG20260430145946.png,train,train,precautionary_cluster_0137,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_abc3d952b1174509,IMG20260430150857.png,train,train,precautionary_cluster_0289,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a6186081b96c5e36,IMG20260430150906.png,train,train,precautionary_cluster_0280,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c50d23eff574b198,IMG20260430150916.png,train,train,precautionary_cluster_0331,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,8,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0aba4eb206226ed1,IMG20260430150948.png,train,train,precautionary_cluster_0036,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d64ab09a7016f6ad,IMG20260430151010.png,train,train,precautionary_cluster_0018,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_21337c46881f8552,IMG20260430151101.png,train,train,precautionary_cluster_0069,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f77b4eea0654d039,IMG20260430151218.png,train,train,precautionary_cluster_0419,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ced95d98f5032bad,IMG20260430151238.png,train,train,precautionary_cluster_0352,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1ebd3ec81137816f,IMG20260430151452.png,train,train,precautionary_cluster_0002,3,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_2951282371d32c7d,IMG20260430151522.png,train,train,precautionary_cluster_0082,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c3d076e7a01350d6,IMG20260430151544.png,train,train,precautionary_cluster_0327,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d11f329729f83077,IMG20260430151634.png,train,train,precautionary_cluster_0357,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_634fb1936ef5416b,IMG20260430151639.png,train,train,precautionary_cluster_0180,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_bbf62fc988d76159,IMG20260430151644.png,train,test,precautionary_cluster_0318,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_4a99f27c7214cfde,IMG20260430151652.png,train,test,precautionary_cluster_0135,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0ae6d6c697836d37,IMG20260430151700.png,train,test,precautionary_cluster_0037,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8bf013db2807fdb2,IMG20260430151705.png,train,train,precautionary_cluster_0014,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_00427d484dd0d6de,IMG20260430151709.png,train,train,precautionary_cluster_0026,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c08edfbce13487c7,IMG20260430151713.png,train,train,precautionary_cluster_0322,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a59725dce2e395e5,IMG20260430151715.png,train,train,precautionary_cluster_0279,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,one_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_eaf42812ec85dcbb,IMG20260430151721.png,train,val,precautionary_cluster_0395,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_e12e776fb706e4dd,IMG20260430151726.png,train,test,precautionary_cluster_0381,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3d98b5404cc6afe4,IMG20260430151758.png,train,train,precautionary_cluster_0114,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_575dc488c0697793,IMG20260430151804.png,train,train,precautionary_cluster_0158,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_567ed51ccf05e02b,IMG20260430151810.png,train,train,precautionary_cluster_0155,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_15641396f6e84f28,IMG20260430151817.png,train,val,precautionary_cluster_0051,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6937ce7b5baa296e,IMG20260430151825.png,train,train,precautionary_cluster_0192,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cf0b50d02410f1ad,IMG20260430151831.png,train,train,precautionary_cluster_0353,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d5f1fb6efa9fa7a1,IMG20260430151842.png,train,train,precautionary_cluster_0367,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_60bf4436b4de956b,IMG20260430151854.png,train,train,precautionary_cluster_0174,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_33ec8ca6e0687d88,IMG20260430151857.png,train,val,precautionary_cluster_0098,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f466a0e7fa5c22f6,IMG20260430151902.png,train,train,precautionary_cluster_0413,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b4896f755efd2de7,IMG20260430151920.png,train,train,precautionary_cluster_0307,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_69101c1c1ca5ebfd,IMG20260430151927.png,train,train,precautionary_cluster_0191,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f19f0e407889abb7,IMG20260430151950.png,train,train,precautionary_cluster_0409,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8f968da57f4448e7,IMG20260430151954.png,train,train,precautionary_cluster_0254,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_fcd9f396a5b168ff,IMG20260430151956.png,train,train,precautionary_cluster_0426,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,6,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c5d901607cb16136,IMG20260430151958.png,train,train,precautionary_cluster_0332,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_9419690aa674dbdc,IMG20260430152000.png,train,train,precautionary_cluster_0260,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,multiple_flags,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_40a866b0ab618252,IMG20260430152002.png,train,train,precautionary_cluster_0118,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5c32a743a3783a98,IMG20260430152004.png,train,train,precautionary_cluster_0164,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6e212bcfb81555a3,IMG20260430152006.png,train,val,precautionary_cluster_0198,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b312432c1bdf8551,IMG20260430152008.png,train,train,precautionary_cluster_0304,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_241e695280671b5d,IMG20260430152013.png,train,val,precautionary_cluster_0075,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ebf8763453c8cf54,IMG20260430152017.png,train,test,precautionary_cluster_0397,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_becdc47d13254e23,IMG20260430152025.png,train,val,precautionary_cluster_0320,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cd7d62e76c7707a9,IMG20260430152029.png,train,train,precautionary_cluster_0349,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c29a04732e377aaf,IMG20260430152040.png,train,train,precautionary_cluster_0325,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c2d3aaa1aca908f2,IMG20260430152044.png,train,train,precautionary_cluster_0326,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_86a03c46fc485666,IMG20260430152049.png,train,train,precautionary_cluster_0003,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_37e518dd16eac126,IMG20260430152056.png,train,train,precautionary_cluster_0104,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_74ea3698bf516853,IMG20260430152101.png,train,train,precautionary_cluster_0214,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_17ac3245b686e5b5,IMG20260430152104.png,train,train,precautionary_cluster_0054,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a3ffd43d260fbb9c,IMG20260430152113.png,train,train,precautionary_cluster_0021,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8813c06c41c6ce44,IMG20260430152116.png,train,train,precautionary_cluster_0242,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cafd819f9bca3904,IMG20260430152127.png,train,test,precautionary_cluster_0344,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1ad6c57487683373,IMG20260430152130.png,train,val,precautionary_cluster_0063,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_45668185ee8088e6,IMG20260430152133.png,train,train,precautionary_cluster_0127,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cbb7eff47e23a7f9,IMG20260430152136.png,train,train,precautionary_cluster_0347,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a674cd9426eb552d,IMG20260430152139.png,train,train,precautionary_cluster_0282,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_397a5703791231eb,IMG20260430152147.png,train,train,precautionary_cluster_0109,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c8f9ab29e2691e2c,IMG20260430152151.png,train,test,precautionary_cluster_0339,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f95ca90ae09b43a9,IMG20260430152200.png,train,train,precautionary_cluster_0420,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0e3359166d2fdd65,IMG20260430152205.png,train,train,precautionary_cluster_0038,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f052c206eaaf320f,IMG20260430152211.png,train,train,precautionary_cluster_0408,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_97a38ce50f4bfe1f,IMG20260430152213.png,train,train,precautionary_cluster_0017,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8221fa402871b954,IMG20260430152218.png,train,train,precautionary_cluster_0228,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_184c8b5912708f56,IMG20260430152221.png,train,train,precautionary_cluster_0057,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b88ea2490435c16c,IMG20260430152225.png,train,train,precautionary_cluster_0006,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ddef8e3a93ba6f6e,IMG20260430152227.png,train,train,precautionary_cluster_0025,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d6d159a837d625b4,IMG20260430152237.png,train,train,precautionary_cluster_0005,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_41916bebadb4dc45,IMG20260430152239.png,train,test,precautionary_cluster_0120,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3a7cdf37e8ca6aad,IMG20260430152243.png,train,train,precautionary_cluster_0110,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7d6cb0ed7cca7380,IMG20260430152245.png,train,train,precautionary_cluster_0224,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c4ecdd10d0113b2b,IMG20260430152249.png,train,train,precautionary_cluster_0330,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a8b213e3664edc1d,IMG20260430152252.png,train,train,precautionary_cluster_0286,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d4ce321a6fe52925,IMG20260430152255.png,train,train,precautionary_cluster_0362,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_21e9aab7ba3a68b3,IMG20260430152257.png,train,train,precautionary_cluster_0071,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_07ac200a0f669b3f,IMG20260430152303.png,train,train,precautionary_cluster_0004,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b1ca726d8784ad11,IMG20260430152309.png,train,train,precautionary_cluster_0001,6,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_aed931b7d82fe28d,IMG20260430152311.png,train,test,precautionary_cluster_0295,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_335f72b9f313bb79,IMG20260430152314.png,train,train,precautionary_cluster_0097,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5fa337b127cb4b0e,IMG20260430152324.png,train,train,precautionary_cluster_0169,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0f1bdf273d608295,IMG20260430152327.png,train,train,precautionary_cluster_0041,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_de2f7ef12190d1e0,IMG20260430152333.png,train,test,precautionary_cluster_0375,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_876e15ecedeb55cb,IMG20260430152335.png,train,train,precautionary_cluster_0238,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_4d60ce20b1cc0e8b,IMG20260430152337.png,train,train,precautionary_cluster_0138,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5fc8cd6669534c92,IMG20260430152339.png,train,test,precautionary_cluster_0170,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_04138bdae3eb80b1,IMG20260430152341.png,train,val,precautionary_cluster_0028,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d1730e83fcf665ed,IMG20260430152348.png,train,train,precautionary_cluster_0358,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b263b62b0ca62def,IMG20260430152351.png,train,train,precautionary_cluster_0302,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_9b2dfa58c84e1a39,IMG20260430152353.png,train,train,precautionary_cluster_0267,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_adca2b52885b4ec8,IMG20260430152354.png,train,val,precautionary_cluster_0294,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_37b00addf0328b60,IMG20260430152357.png,train,train,precautionary_cluster_0102,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_e14e6a9153f31667,IMG20260430152358.png,train,train,precautionary_cluster_0382,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cba142d725fb702a,IMG20260430152400.png,train,train,precautionary_cluster_0346,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_88b75cb785d85e8d,IMG20260430152406.png,train,train,precautionary_cluster_0243,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7e24f76f45c71a3e,IMG20260430152410.png,train,train,precautionary_cluster_0225,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_40f15ea52211102e,IMG20260430152413.png,train,train,precautionary_cluster_0119,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1143386b2cd6e8f5,IMG20260430152415.png,train,test,precautionary_cluster_0044,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_9b7173cef9ca47e7,IMG20260430152421.png,train,train,precautionary_cluster_0270,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_125115b0c266976a,IMG20260430152430.png,train,train,precautionary_cluster_0045,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,multiple_flags,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_370bac9336c696fa,IMG20260430152433.png,train,test,precautionary_cluster_0101,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_2c9d1bf1dc96b7e9,IMG20260430152438.png,train,train,precautionary_cluster_0088,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8adc31a49897e789,IMG20260430152440.png,train,train,precautionary_cluster_0247,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
